Mid-year population estimates: Scotland by single year of age and sex: 1981 to 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persons (continued),,,
Persons,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
2006,"2,657,936","26,915","26,520","26,152","25,617","25,466","26,322","26,403","27,728","28,427","29,173","28,999","29,317","30,502","31,001","32,237","31,811","30,946","31,141","32,371","33,859","34,743","35,201","33,316","33,537","34,042","34,131","33,297","31,370","29,537","28,725","30,777","31,584","31,952","34,310","37,011","38,910","38,652","40,138","41,127","41,294","41,364","42,574","42,636","42,417","41,010","40,494","39,082","39,086","38,082","37,080","35,924","34,597","34,202","33,596","32,550","33,243","33,334","34,497","35,737","38,927","29,862","28,840","29,521","29,229","27,305","25,879","26,605","26,316","25,919","25,394","24,871","24,290","23,251","22,459","22,721","21,822","21,075","19,893","18,254","17,587","17,310","15,729","14,971","13,519","13,033","12,541","11,949","7,538","6,142","5,564","23,554",
2007,"2,673,441","27,721","27,108","26,713","26,293","25,750","25,583","26,519","26,637","27,937","28,595","29,380","29,168","29,507","30,532","31,158","32,389","31,883","31,616","31,881","34,519","35,202","34,702","34,993","33,585","33,891","34,607","34,452","33,793","31,867","30,028","29,182","31,147","31,948","32,301","34,664","37,340","39,167","38,814","40,358","41,289","41,414","41,466","42,642","42,728","42,440","41,076","40,507","39,088","39,108","38,073","37,103","35,975","34,568","34,183","33,573","32,553","33,212","33,252","34,412","35,631","38,870","29,709","28,660","29,298","28,978","27,061","25,593","26,279","25,912","25,533","24,996","24,440","23,735","22,697","21,830","22,034","21,091","20,295","19,097","17,429","16,676","16,254","14,710","13,816","12,454","11,858","11,351","10,761","6,589","5,367","22,845",
2008,"2,687,602","29,211","27,861","27,194","26,770","26,348","25,812","25,697","26,687","26,796","28,096","28,725","29,565","29,258","29,668","30,639","31,381","32,414","32,277","32,340","34,378","35,736","35,013","35,070","34,963","33,660","34,240","34,904","34,639","33,978","32,248","30,454","29,487","31,441","32,166","32,606","34,889","37,541","39,339","38,995","40,464","41,418","41,465","41,551","42,694","42,790","42,445","41,104","40,463","39,078","39,088","38,073","37,035","35,934","34,549","34,126","33,507","32,489","33,115","33,114","34,287","35,498","38,710","29,498","28,486","28,995","28,722","26,762","25,258","25,940","25,515","25,062","24,561","23,950","23,218","22,064","21,189","21,290","20,357","19,392","18,224","16,568","15,744","15,234","13,650","12,702","11,335","10,733","10,193","9,516","5,724","22,237",
2009,"2,699,931","29,136","29,171","27,877","27,253","26,863","26,358","25,831","25,739","26,782","26,969","28,193","28,880","29,691","29,387","29,798","30,757","31,656","34,048","34,064","33,616","34,178","35,606","35,497","35,180","35,004","33,812","34,510","35,114","34,861","34,099","32,625","30,664","29,676","31,721","32,475","32,793","34,996","37,722","39,536","39,156","40,514","41,472","41,427","41,552","42,732","42,812","42,434","41,139","40,401","38,976","39,026","38,011","36,946","35,855","34,486","34,019","33,449","32,420","32,966","32,971","34,110","35,256","38,477","29,245","28,257","28,714","28,426","26,433","24,924","25,559","25,114","24,648","24,032","23,414","22,645","21,457","20,485","20,528","19,554","18,512","17,268","15,652","14,755","14,160","12,560","11,588","10,270","9,528","9,086","8,340","22,032",
2010,"2,713,982","29,255","29,119","29,074","27,836","27,288","26,915","26,382","25,840","25,775","26,869","27,106","28,305","28,960","29,789","29,475","29,922","30,846","31,807","34,936","36,111","35,074","35,280","36,498","35,769","35,203","35,231","33,971","34,779","35,394","35,018","34,213","32,833","30,891","29,938","31,969","32,669","32,936","35,134","37,905","39,665","39,193","40,629","41,543","41,442","41,525","42,774","42,794","42,422","41,059","40,346","38,894","38,971","37,965","36,842","35,712","34,397","33,939","33,346","32,305","32,870","32,790","33,912","35,067","38,271","29,002","27,995","28,404","28,073","26,105","24,529","25,121","24,652","24,147","23,497","22,841","22,060","20,769","19,823","19,807","18,664","17,560","16,317","14,749","13,766","13,089","11,489","10,486","9,208","8,425","8,061","24,355",
2011,"2,729,600","29,488","28,294","29,190","29,061","27,807","27,372","26,912","26,373","25,846","25,804","26,930","27,206","28,397","29,033","29,934","29,584","30,055","31,165","33,036","36,620","37,513","36,386","36,450","37,038","36,098","35,492","35,491","34,274","35,002","35,698","35,146","34,479","33,073","31,212","30,232","32,242","32,892","33,168","35,265","38,065","39,755","39,275","40,695","41,588","41,478","41,500","42,830","42,788","42,389","41,054","40,323","38,809","38,896","37,861","36,731","35,637","34,292","33,842","33,239","32,154","32,717","32,585","33,718","34,827","37,988","28,758","27,718","28,097","27,702","25,723","24,164","24,691","24,184","23,655","23,009","22,244","21,406","20,067","19,046","18,993","17,802","16,639","15,284","13,764","12,725","11,956","10,446","9,487","8,188","7,441","26,117",
2012,"2,736,310","28,444","29,592","28,358","29,291","29,118","27,832","27,403","26,941","26,409","25,876","25,819","26,975","27,239","28,404","29,073","29,982","29,632","30,120","31,417","34,723","37,833","38,211","36,778","36,778","36,991","36,026","35,469","35,527","34,356","35,065","35,740","35,176","34,555","33,008","31,150","30,272","32,288","32,915","33,108","35,259","38,032","39,781","39,211","40,683","41,568","41,439","41,471","42,777","42,727","42,313","40,990","40,246","38,681","38,797","37,747","36,631","35,516","34,170","33,667","33,103","32,018","32,489","32,325","33,484","34,520","37,638","28,419","27,334","27,716","27,288","25,295","23,729","24,164","23,670","23,056","22,378","21,631","20,634","19,314","18,235","18,188","16,851","15,644","14,261","12,769","11,769","10,846","9,382","8,392","7,107","27,061",
2013,"2,741,020","27,869","28,533","29,689","28,455","29,298","29,221","27,917","27,488","26,995","26,445","25,925","25,841","27,015","27,282","28,437","29,118","30,032","29,698","30,463","33,510","35,760","38,347","38,391","36,775","36,568","36,920","35,849","35,426","35,554","34,365","35,135","35,749","35,210","34,565","33,040","31,216","30,286","32,306","32,913","33,147","35,306","38,015","39,754","39,180","40,677","41,555","41,409","41,412","42,752","42,642","42,239","40,890","40,163","38,630","38,653","37,652","36,525","35,367","34,019","33,494","32,949","31,828","32,267","32,116","33,142","34,203","37,221","28,092","26,976","27,290","26,848","24,811","23,200","23,624","23,045","22,409","21,688","20,871","19,857","18,488","17,317","17,174","15,812","14,599","13,167","11,622","10,684","9,680","8,253","7,326","27,374",
2014,"2,751,070","27,321","28,092","28,685","29,816","28,605","29,399","29,335","27,999","27,562","27,099","26,530","26,014","25,881","27,064","27,371","28,522","29,155","30,087","30,047","32,400","34,790","36,286","38,810","38,491","36,687","36,488","36,947","35,962","35,496","35,728","34,596","35,244","35,894","35,357","34,702","33,173","31,315","30,322","32,388","32,986","33,188","35,391","38,049","39,814","39,166","40,739","41,548","41,405","41,412","42,716","42,583","42,209","40,849","40,042","38,533","38,638","37,505","36,353","35,222","33,890","33,337","32,795","31,620","32,047","31,898","32,831","33,880","36,829","27,792","26,607","26,889","26,353","24,356","22,731","23,119","22,464","21,773","21,048","20,140","19,027","17,698","16,495","16,232","14,845","13,551","12,130","10,622","9,633","8,654","7,211","28,565",
2015,"2,762,531","27,236","27,543","28,286","28,838","29,987","28,696","29,517","29,452","28,133","27,664","27,181","26,648","26,072","25,940","27,142","27,457","28,597","29,278","30,535","32,349","33,917","35,729","36,999","39,180","38,684","37,064","36,851","37,156","36,203","35,819","35,985","34,788","35,445","36,123","35,559","34,827","33,371","31,469","30,486","32,519","33,069","33,203","35,427","38,100","39,866","39,186","40,757","41,536","41,359","41,415","42,710","42,507","42,096","40,748","40,010","38,491","38,544","37,401","36,225","35,088","33,757","33,157","32,625","31,416","31,796","31,652","32,522","33,509","36,395","27,390","26,145","26,437","25,808","23,817","22,197","22,467","21,828","21,054","20,223","19,294","18,099","16,862","15,520","15,113","13,727","12,409","10,990","9,497","8,466","7,524","28,372",
2016,"2,777,197","26,819","27,567","27,788","28,504","29,033","30,162","28,855","29,683","29,598","28,272","27,796","27,257","26,739","26,167","26,038","27,243","27,563","28,702","29,789","32,749","33,871","34,923","36,314","37,631","39,540","38,982","37,498","37,318","37,556","36,621","36,099","36,312","35,089","35,723","36,385","35,753","34,995","33,471","31,663","30,603","32,622","33,160","33,272","35,532","38,123","39,905","39,222","40,801","41,543","41,358","41,391","42,646","42,441","42,060","40,724","39,939","38,427","38,397","37,263","36,058","34,941","33,606","33,002","32,395","31,202","31,507","31,414","32,127","33,103","35,906","26,974","25,687","25,970","25,265","23,254","21,636","21,833","21,118","20,348","19,396","18,453","17,214","15,965","14,544","14,041","12,678","11,277","9,897","8,421","7,418","29,050",
2017,"2,784,500","25,905","26,976","27,633","27,868","28,608","29,138","30,220","28,968","29,811","29,690","28,339","27,891","27,352","26,801","26,234","26,116","27,297","27,603","29,074","31,676","33,923","34,375","35,124","36,381","37,669","39,630","39,184","37,661","37,574","37,823","36,822","36,217","36,435","35,286","35,830","36,488","35,887","35,085","33,586","31,781","30,650","32,707","33,267","33,367","35,569","38,147","39,921","39,262","40,781","41,499","41,360","41,330","42,580","42,376","42,025","40,671","39,839","38,357","38,274","37,138","35,949","34,801","33,426","32,762","32,135","30,943","31,228","31,100","31,741","32,681","35,380","26,479","25,219","25,443","24,656","22,672","20,988","21,101","20,359","19,531","18,623","17,531","16,255","14,982","13,468","12,962","11,473","10,113","8,779","7,302","29,337",
2018,"2,789,349","25,478","26,041","27,052","27,769","27,943","28,697","29,249","30,334","29,085","29,878","29,763","28,452","27,978","27,444","26,887","26,316","26,180","27,395","28,010","31,258","32,817","34,397","34,625","35,203","36,295","37,508","39,612","39,220","37,773","37,695","37,934","36,980","36,365","36,579","35,459","35,961","36,497","35,913","35,192","33,685","31,815","30,712","32,769","33,233","33,418","35,596","38,172","39,954","39,228","40,776","41,471","41,295","41,262","42,493","42,297","41,967","40,603","39,689","38,242","38,107","37,003","35,770","34,621","33,182","32,487","31,832","30,645","30,850","30,733","31,339","32,133","34,834","26,024","24,750","24,869","23,982","21,992","20,286","20,280","19,521","18,649","17,658","16,493","15,250","13,884","12,460","11,739","10,286","8,882","7,590","29,307",
2019,"2,800,297","24,634","25,675","26,221","27,272","27,931","28,087","28,829","29,392","30,495","29,216","30,000","29,891","28,588","28,135","27,573","27,014","26,428","26,256","27,931","30,157","32,426","33,432","35,056","35,144","35,332","36,292","37,629","39,778","39,398","38,013","37,992","38,188","37,272","36,601","36,775","35,630","36,112","36,673","36,109","35,374","33,774","31,920","30,822","32,847","33,279","33,508","35,671","38,220","39,969","39,278","40,785","41,473","41,221","41,241","42,430","42,245","41,909","40,514","39,564","38,116","37,971","36,854","35,598","34,439","32,979","32,241","31,538","30,335","30,482","30,388","30,897","31,711","34,215","25,481","24,213","24,270","23,327","21,360","19,566","19,542","18,728","17,788","16,665","15,555","14,223","12,865","11,405","10,617","9,213","7,847","30,247",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Population estimates for 2002 to 2010 were revised in 2012 to take into account the 2011 Census results and corrected in 2018. 
Mid-year estimates for 2012 to 2014 were revised to take into account an error that was discovered in 2015.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
© Crown Copyright 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
